Restaurant ID,Restaurant,Address,Locality,Cuisines,Average Cost for two,Rating,Rating text,Votes
308832,Hot 'N' Cool,"Shop 105, A Block Market, Behind Nirulas, Preet Vihar, New Delhi",Preet Vihar,"Fast Food, Italian",200,1,Not rated,0
18421030,Hot Joint Fast Food,"Near PSK, Shankar Vihar, Opposite Pillar 70, Preet Vihar, New Delhi",Preet Vihar,Chinese,300,1,Not rated,0
18378016,Murliwala Bakers,"Shop 1, DDA Market, Defence Enclave, Preet Vihar, New Delhi",Preet Vihar,"Fast Food, Bakery",300,1,Not rated,0
310889,New Garden Hut,"Parking Area, Aditya Complex, Preet Vihar, New Delhi",Preet Vihar,"Chinese, Fast Food",300,1,Not rated,0
308837,Perfect Party Chef,"A Block Market, Behind Nirula's, Preet Vihar, New Delhi",Preet Vihar,"Fast Food, Chinese",200,1,Not rated,1
18441685,R.S. Chinese Food,"2, A Block Market, Preet Vihar, New Delhi",Preet Vihar,Fast Food,250,1,Not rated,0
6249,Rama Fast Food,"Jagdamba Tower, Preet Vihar, New Delhi",Preet Vihar,North Indian,150,1,Not rated,0
312860,Shanghai Chinese Food,"Mahavir Swami Park, Opposite Aditya Arcade, Preet Vihar, New Delhi",Preet Vihar,Chinese,400,1,Not rated,1
18378023,Teens Cafe Fast Food,"G-19, Plot 10, Local Shopping Complex, Preet Vihar, New Delhi",Preet Vihar,Chinese,200,1,Not rated,0
18107855,The Tandoor Hut,"Plot 10, LSC, DDA Commercial Complex, New Rajdhani Enclave, Preet Vihar, New Delhi",Preet Vihar,"North Indian, Mughlai",600,1,Not rated,2
18396955,The Taste of Tandoor,"Shop 12, LSC Market, A Block, Preet Vihar, New Delhi",Preet Vihar,North Indian,300,1,Not rated,0
310896,The Chinese Hut,"Plot 10, LSC, DDA Commercial Complex, New Rajdhani Enclave, Preet Vihar, New Delhi",Preet Vihar,"Chinese, North Indian",550,2,Poor,62
5446,Linx - Premier Inn,"Premier Inn, District Centre, Shalimar Bagh, New Delhi","Premier Inn, Shalimar Bagh","North Indian, Chinese",2000,3,Average,32
5448,The 87 - Premier Inn,"Premier Inn, District Centre, Shalimar Bagh, New Delhi","Premier Inn, Shalimar Bagh",North Indian,2200,3,Average,18
18408062,Stallion - Pride Plaza Hotel,"Pride Plaza Hotel, 5-A, Hospitality District, Aerocity, New Delhi","Pride Plaza Hotel, Aerocity",North Indian,2500,3,Average,7
18415386,Aqua Grill - Pride Plaza Hotel,"Pride Plaza Hotel, 5A, Hospitality District, Aerocity, New Delhi","Pride Plaza Hotel, Aerocity","Continental, North Indian",3000,1,Not rated,0
18397621,Mr. Confectioner - Pride Plaza Hotel,"Pride Plaza Hotel, Hospitality District, Aerocity, New Delhi","Pride Plaza Hotel, Aerocity",Bakery,500,1,Not rated,0
18369301,Aditya's Kulcha Express,"1/51, West Punjabi Bagh, Punjabi Bagh, New Delhi",Punjabi Bagh,Street Food,250,3,Average,18
309383,Allterian By Chanson,"1, Ground Floor, Shanti Store Market, Club Road, Punjabi Bagh, New Delhi",Punjabi Bagh,"Continental, Italian",1300,3,Average,140
310801,Amuse Lounge,"1st Floor, Building 6, Central Market, Punjabi Bagh, New Delhi",Punjabi Bagh,"Fast Food, Chinese, North Indian",800,3,Average,49
495,Bikanervala,"28, NWA Club Road, Punjabi Bagh, New Delhi",Punjabi Bagh,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Mithai",550,3,Average,129
18241532,Cakes Dot Com,"614, Pocket - 3, Paschim Puri, Club Road, Punjabi Bagh, New Delhi",Punjabi Bagh,Bakery,300,3,Average,24
18445783,Chez Papillons by Bonjour Chocolates,"1NWA, Club Road, Punjabi Bagh, New Delhi",Punjabi Bagh,Cafe,800,3,Average,10
18352179,Chicago Pizza,"47, North Avenue,  Club Road, Punjabi Bagh, New Delhi",Punjabi Bagh,Pizza,600,3,Average,10
309309,Choco Doux,"37, North Avenue Road,  West, Punjabi Bagh, New Delhi",Punjabi Bagh,"Bakery, Desserts",500,3,Average,8
8272,Cocoberry,"2, Ground Floor, North West Avenue, Punjabi Bagh Extension, Punjabi Bagh, New Delhi",Punjabi Bagh,Desserts,300,3,Average,50
1998,Curries N More,"17, Central Market, Behind HDFC Bank, Punjabi Bagh, New Delhi",Punjabi Bagh,"North Indian, Mughlai",800,3,Average,25
1120,Dili's Chawla Chik Inn,"2/81, Club Road, Punjabi Bagh, New Delhi",Punjabi Bagh,North Indian,650,3,Average,45
18369772,Dimsum Vs Sushi,"S-2, Bhagwan Das Nagar, East Punjabi Bagh, New Delhi",Punjabi Bagh,"Japanese, Chinese",800,3,Average,24
216,Domino's Pizza,"27-28, Central Market West, Punjabi Bagh, New Delhi",Punjabi Bagh,"Pizza, Fast Food",700,3,Average,112
303051,Everest Momos & Chinese Fast Food,"Central Market, Punjabi Bagh, New Delhi",Punjabi Bagh,Chinese,350,3,Average,17
6905,Food Plaza,"9, Club Road Market, West Punjabi Bagh, Punjabi Bagh, New Delhi",Punjabi Bagh,Chinese,500,3,Average,23
307551,Giani,"2/81, Club Road, West Punjabi Bagh, Punjabi Bagh, New Delhi",Punjabi Bagh,"Ice Cream, Desserts",400,3,Average,37
306267,Grillz & Gravy,"16, NWA Market, Club Road, Punjabi Bagh, New Delhi",Punjabi Bagh,"North Indian, Chinese, Mughlai",600,3,Average,57
306170,Kabab,"23, NWA Market, Club Road, Punjabi Bagh, New Delhi",Punjabi Bagh,"North Indian, Mughlai",600,3,Average,23
3972,Khalsa,"50 & 51, New Janta Market, Club Road, Paschim Puri Chowk, Punjabi Bagh, New Delhi",Punjabi Bagh,North Indian,550,3,Average,55
2951,Kumar Pastry Shop,"49/43, AKS Complex, Near Standard Charted Bank, Central Market, West Punjabi Bagh, Punjabi Bagh, New Delhi",Punjabi Bagh,"Chinese, Bakery",300,3,Average,48
308242,Little Chef,"Shop 24, Central Market, West Punjabi Bagh, Punjabi Bagh, New Delhi",Punjabi Bagh,"North Indian, Mughlai, Chinese, Fast Food",600,3,Average,128
18153553,Mafia 2.0,"Shop 1, 1st Floor, Shanti Store Market, Club Road, West Punjabi Bagh, Punjabi Bagh, New Delhi",Punjabi Bagh,"North Indian, Continental, Italian, Thai, Chinese",1300,3,Average,198
311025,Makhni's,"Punjabi Bagh, New Delhi",Punjabi Bagh,"North Indian, Mughlai, Chinese",500,3,Average,78
309578,Moksha,"Plot 3 & 4, Central Market, West Punjabi Bagh, Punjabi Bagh, New Delhi",Punjabi Bagh,"Chinese, North Indian, Italian",600,3,Average,54
476,Moti Mahal Delux,"37, Central Market, Punjabi Bagh West, Punjabi Bagh, New Delhi",Punjabi Bagh,"North Indian, Mughlai, Chinese",1200,3,Average,70
310359,Pudding & Pie,"Row 42, Plot 57,  West Punjabi Bagh, Punjabi Bagh, New Delhi",Punjabi Bagh,"Bakery, Fast Food",450,3,Average,27
1308,Republic of Chicken,"1/51, Opposite Central Market, West Punjabi Bagh,  Delhi, Punjabi Bagh, New Delhi",Punjabi Bagh,"Raw Meats, Fast Food",400,3,Average,15
301657,Shree Rathnam,"22, Central Market, Punjabi Bagh, New Delhi",Punjabi Bagh,"South Indian, North Indian, Chinese",800,3,Average,111
309188,Soo Yung by the backyard,"49, Ground Floor, NWA, Club Road, West Punjabi Bagh, Punjabi Bagh, New Delhi",Punjabi Bagh,"Chinese, Thai",1200,3,Average,84
8801,Subway,"31, Central Market, West Punjabi Bagh, Punjabi Bagh, New Delhi",Punjabi Bagh,"American, Fast Food, Salad, Healthy Food",500,3,Average,167
1986,The Cake Shop,"21-22, NWA Market, Club Road, West Punjabi Bagh, Punjabi Bagh, New Delhi",Punjabi Bagh,"Bakery, Fast Food",150,3,Average,42
304212,The Night Shift,"Club Road, Punjabi Bagh, New Delhi",Punjabi Bagh,North Indian,800,3,Average,103
18288046,The Night Walkers,"Punjabi Bagh, New Delhi",Punjabi Bagh,"North Indian, Chinese, Continental, Fast Food",500,3,Average,18
18082238,The Submarine Lounge,"27, Club Road, Punjabi Bagh, New Delhi",Punjabi Bagh,"Chinese, North Indian, Continental, Italian",1800,3,Average,148
18228854,Tikka Junction,"Shop 15 , Central Market, Punjabi Bagh, New Delhi",Punjabi Bagh,"North Indian, Chinese, Mughlai",750,3,Average,27
303105,Twenty Four Seven,"2, North West Avenue, Club Road, Punjabi Bagh Extension, Punjabi Bagh, New Delhi",Punjabi Bagh,"Fast Food, North Indian",300,3,Average,24
308067,WTF - Wraps Toast Fries,"13-A, East Avenue Market, Punjabi Bagh, New Delhi",Punjabi Bagh,"Chinese, Fast Food, North Indian",450,3,Average,63
18420452,Food Scouts,"Punjabi Bagh, New Delhi",Punjabi Bagh,"North Indian, Chinese, Continental",700,5,Excellent,61
1054,Alkakori,"Crossing North Avenue Road, Punjabi Bagh West, Punjabi Bagh, New Delhi",Punjabi Bagh,"North Indian, Mughlai",850,4,Good,198
312634,Arabian Delites,"2/80, Club Road, West Punjabi Bagh, Punjabi Bagh, New Delhi",Punjabi Bagh,"Lebanese, Arabian",600,4,Good,68
3516,Blue Water Grille,"12-13, DDA Market, West Punjabi Bagh, Punjabi Bagh, New Delhi",Punjabi Bagh,"North Indian, Mughlai, Chinese, Seafood",700,4,Good,180
5595,Cafe Coffee Day,"Shop 6, 1st Floor, Near Kotak Mahindra Bank, Club Road, West Punjabi Bagh, Punjabi Bagh, New Delhi",Punjabi Bagh,Cafe,450,4,Good,58
18232108,Dí_ner Grill,"40, North West Avenue, Club Road, Punjabi Bagh, New Delhi",Punjabi Bagh,"Fast Food, Turkish",900,4,Good,75
18358681,Drinks At Stake - Bar Exchange,"NWA-26, Club Road, Punjabi Bagh, New Delhi",Punjabi Bagh,"North Indian, Chinese, Italian, Continental",1200,4,Good,96
18418237,Ghungroo Club & Bar - By Gautam Gambhir,"39, NWA Club Road,   Punjabi Bagh, Punjabi Bagh, New Delhi",Punjabi Bagh,North Indian,1500,4,Good,140
9230,Gupta Chat Corner,"1/51, Central Market, Near Guru Nanak School, West Punjabi Bagh, Punjabi Bagh, New Delhi",Punjabi Bagh,"Fast Food, Street Food",300,4,Good,96
6901,Gupta Sweets & Namkeen,"Shop 8, Near Bank of Baroda, Sector 4 Market, Club Road, Punjabi Bagh, New Delhi",Punjabi Bagh,"Street Food, Mithai",150,4,Good,36
18403003,hug!,"Shop 3, Plot 40, NWH Club Road, Punjabi Bagh, New Delhi",Punjabi Bagh,Desserts,300,4,Good,19
311421,Lucky's Bakery and Patisserie,"2/80, Club Road, West Punjabi Bagh, Punjabi Bagh, New Delhi",Punjabi Bagh,"Bakery, Desserts",400,4,Good,89
176,McDonald's,"Shop 23, Central Market, West Punjabi Bagh, Punjabi Bagh, New Delhi",Punjabi Bagh,"Fast Food, Burger",500,4,Good,141
1992,Mughal Darbar,"21, NWA, Club Road, Punjabi Bagh Extension, Punjabi Bagh, New Delhi",Punjabi Bagh,"North Indian, Mughlai, Chinese",650,4,Good,150
18287382,Nutritious Nation,"Shop 2, Ground Floor, Club Road Market, Punjabi Bagh, New Delhi",Punjabi Bagh,"Healthy Food, Continental, Juices, Salad",900,4,Good,64
18294251,Paapi Paet,"Shop 1, Building 28, Central Market, West Punjabi Bagh, Punjabi Bagh, New Delhi",Punjabi Bagh,"Fast Food, Beverages",550,4,Good,68
18291260,The Derby Cookhouse,"42, 3rd Floor, NWA, Club Road, Punjabi Bagh West, Punjabi Bagh, New Delhi",Punjabi Bagh,"Continental, Italian, North Indian",1800,4,Good,47
311836,The Midnight Heroes,"Central Market, Punjabi Bagh, New Delhi",Punjabi Bagh,"North Indian, Biryani, Chinese, Fast Food",950,4,Good,203
18198459,World Art Dining - Brew House,"1, North West Avenue, Club Road, Punjabi Bagh, New Delhi",Punjabi Bagh,"North Indian, Finger Food, Italian, Chinese",1900,4,Good,121
18224547,Yo! China,"19, Ground Floor, NWA, Club Road, Punjabi Bagh, New Delhi",Punjabi Bagh,Chinese,1200,4,Good,127
307911,Bake Me A Cake,"Punjabi Bagh, New Delhi",Punjabi Bagh,"Bakery, Desserts",750,4,Very Good,147
18287876,Bakerz Lodge,"19 NWA, Club Road, Punjabi Bagh, New Delhi",Punjabi Bagh,"Bakery, Desserts",250,4,Very Good,99
18375379,Hawalat Lounge & Bar,"16, N.W.A, Club Road, Punjabi Bagh, New Delhi",Punjabi Bagh,"North Indian, Continental, Italian",1000,4,Very Good,126
7167,Al Bake,"22/2, PVR Anupam Complex, Community Centre, Saket, New Delhi",PVR Anupam Complex,"Lebanese, Chinese",500,3,Average,159
219,Domino's Pizza,"11, PVR Anupam Complex, Community Centre",PVR Anupam Complex,"Pizza, Fast Food",700,3,Average,253
572,Madhuban,"18-19, PVR Anupam Complex, Community Center",PVR Anupam Complex,"North Indian, Mughlai, Chinese",850,3,Average,151
302381,Pind Balluchi,"17, 1st Floor, Community Center, PVR Anupam Complex, Saket, New Delhi",PVR Anupam Complex,"North Indian, Mughlai",1300,3,Average,249
309232,Subway,"17, PVR Anupam Complex, Community Centre",PVR Anupam Complex,"American, Fast Food, Salad, Healthy Food",500,3,Average,115
18303828,Burger King,"PVR Anupam Complex, Saket, New Delhi",PVR Anupam Complex,"Burger, Fast Food",500,4,Good,116
2222,Lebanese Point,"GF 7, PVR  Anupam Complex, Saket, New Delhi",PVR Anupam Complex,Lebanese,450,4,Good,223
175,McDonald's,"Shop 2, PVR Anupam Complex, Community Centre, Saket, New Delhi",PVR Anupam Complex,"Fast Food, Burger",500,4,Good,219
18400733,Nukkadwala,"PVR Anupam Complex, District Centre, Sector 1",PVR Anupam Complex,"Fast Food, Street Food",300,4,Good,79
18303724,The Bunk House,"3, PVR Anupam Complex, Community Centre, Saket, New Delhi",PVR Anupam Complex,"Italian, Continental, North Indian",1500,4,Good,96
731,The Kathis,"GF-5, Community Centre, PVR Anupam Complex, Saket, New Delhi",PVR Anupam Complex,"Fast Food, North Indian",300,2,Poor,109
18219522,Locale,"17, Community Centre, Next to PVR Anupam, Saket, New Delhi",PVR Anupam Complex,"North Indian, Chinese, Mexican, Italian, Thai, Lebanese",1400,4,Very Good,317
18219554,The Coffee Shop,"8, PVR Anupam Complex, Community Centre",PVR Anupam Complex,"Cafe, Italian",1200,4,Very Good,326
7797,Chakhna Food Point,"F/238, Near SBI ATM, Katwaria Sarai, Qutab Institutional Area, New Delhi",Qutab Institutional Area,"North Indian, Fast Food",250,3,Average,6
18352263,Da Pizza Corner,"123, Near PNB ATM, Qutab Institutional Area, New Delhi",Qutab Institutional Area,Pizza,600,3,Average,4
18312571,Parashar's,"Katwaria Sarai, Qutab Institutional Area, New Delhi",Qutab Institutional Area,"Chinese, North Indian",250,3,Average,4
18421038,Cafe Coffee Day,"B-33-34, Gate 1, Rockland Hospital, Tara Crescent Road, Qutab Institutional Area, New Delhi",Qutab Institutional Area,Cafe,450,1,Not rated,0
18412894,Cake Walk,"A-127, Katwaria Sarai, Qutab Institutional Area, New Delhi",Qutab Institutional Area,"Bakery, Fast Food",100,1,Not rated,0
18312463,Chhotu Restaurant,"F-93, Katwaria Sarai, Ground Floor, Near Shiv Mandir, Qutab Institutional Area, New Delhi",Qutab Institutional Area,North Indian,350,1,Not rated,0
18332442,Dabbba Wala Home Away,"67/2, Near Gumbad, Katwaria Sarai, Qutab Institutional Area, New Delhi",Qutab Institutional Area,North Indian,550,1,Not rated,1
18345771,Foodieholic,"F-154, Katwaria Saria, Qutab Institutional Area, New Delhi",Qutab Institutional Area,"Chinese, North Indian, South Indian",200,1,Not rated,0
18414497,Fourteen Eleven Tea Cafe,"H-164, Katwaria Sarai, New Delhi, Qutab Institutional Area, New Delhi",Qutab Institutional Area,Fast Food,150,1,Not rated,1
18355275,Hungry Folks Food Corner,"House 20, Katwaria Sarai, Qutab Institutional Area, New Delhi",Qutab Institutional Area,"Fast Food, North Indian, Chinese",600,1,Not rated,3
18398593,Hungry Folks,"House 220, Katwaria Sarai, Qutab Institutional Area, New Delhi",Qutab Institutional Area,"North Indian, Chinese",500,1,Not rated,0
18312455,Hussain - UP Ki Mashoor Biryani,"Sabzi Mandi, Katwaria Sarai Main Road, Qutab Institutional Area, New Delhi",Qutab Institutional Area,Biryani,150,1,Not rated,1
18025131,Just Vada Pav,"Shop 2, Ground Floor, 124-A/1, Qutab Institutional Area, New Delhi",Qutab Institutional Area,Street Food,100,1,Not rated,3
18161591,Mangal Ji and Gupta Ji Dhaba,"Near IIFT, Opposite Sahaj Yog Mandir, Qutab Institutional Area, New Delhi",Qutab Institutional Area,North Indian,350,1,Not rated,1
18312459,Pandey Ji Restaurant,"F-226, Katwaria Sarai, Qutab Institutional Area, New Delhi",Qutab Institutional Area,"North Indian, Chinese",150,1,Not rated,0
302573,Quality Restaurant,"F-124, Basement, Katwaria Sarai, Qutab Institutional Area, New Delhi",Qutab Institutional Area,North Indian,350,1,Not rated,3
18352264,Ravi Ke Parathe,"F-114, Katwaria Sarai, Qutab Institutional Area, New Delhi",Qutab Institutional Area,North Indian,100,1,Not rated,2
3555,Sahara Restaurant,"F-94, Katwaria Sarai, Near Panchayat Ghar, Qutab Institutional Area, New Delhi",Qutab Institutional Area,"North Indian, Mughlai",400,1,Not rated,3
18414494,Shere-E-Punjab,"Near Main Gate, Sanjay Park, Katwaria Sarai, Qutab Institutional Area, New Delhi",Qutab Institutional Area,"North Indian, Chinese",400,1,Not rated,1
18306540,Shree Jagannath Restaurant,"F-44, Gummad Wali Gali, Katwaria Sarai, Qutab Institutional Area, New Delhi",Qutab Institutional Area,North Indian,350,1,Not rated,0
18153550,Sumona Restaurant,"F-95, Katwaria Sarai, Near Shiv Mandir, Qutab Institutional Area, New Delhi",Qutab Institutional Area,North Indian,200,1,Not rated,3
18439705,The Hubbub Cafe and Restaurant,"2, Lalitaksh Singh Lakra Marg, Jia Sarai, Qutab Institutional Area, New Delhi",Qutab Institutional Area,North Indian,500,1,Not rated,0
7809,Welcome Fast Food & Parantha,"F/100, Katwaria Sarai, Qutab Institutional Area, New Delhi",Qutab Institutional Area,"Chinese, Fast Food",100,1,Not rated,0
307171,Abdul Muradabadi Chicken,"Kashmiri Market, Sector 1, R K Puram, New Delhi",R K Puram,North Indian,350,3,Average,11
300271,Anupam Sweets,"Shop 1, Main Market, Sector 12, R K Puram, New Delhi",R K Puram,"Mithai, Street Food",100,3,Average,17
345,Colonel's Kababz,"K 11, Som Vihar Apartments, R K Puram, New Delhi",R K Puram,"North Indian, Mughlai",900,3,Average,67
307865,Green Chick Chop,"Shop 13, Sector 8 Market, R K Puram, New Delhi",R K Puram,"Raw Meats, North Indian, Fast Food",350,3,Average,10
307168,Jasmine Fast Food Centre,"Outside Tamil Sangam Building, Tamil Sangam Marg, R K Puram, New Delhi",R K Puram,"North Indian, South Indian, Chinese",200,3,Average,11
1859,Khalsa Restaurant,"10, Sector 1 Market, R K Puram, New Delhi",R K Puram,North Indian,600,3,Average,102
301229,Kitchen King,"Shop 8, Sector 9 Market, R K Puram, New Delhi",R K Puram,"North Indian, Chinese",450,3,Average,53
307169,Laxmi Corner,"Outside Tamil Sangam Building, R K Puram, New Delhi",R K Puram,North Indian,150,3,Average,5
306291,Nazeer Delicacies,"K-28, Kashmiri Market, Vivekanand Marg, R K Puram, New Delhi",R K Puram,"North Indian, Mughlai",650,3,Average,163
18428880,Vdesi,"D 36, Mohan Singh Market, Sector 6, R K Puram, New Delhi",R K Puram,"Chinese, North Indian",400,3,Average,5
3381,Alkakori Alkauser,"30, Vasant Place Market, Near Malai Temple, R K Puram, New Delhi",R K Puram,"Mughlai, North Indian",800,4,Good,629
8853,Mathew's Cafe,"Outside Tamil Sangam, Tamil Sangam Marg, R K Puram, New Delhi",R K Puram,South Indian,200,4,Good,148
301154,Supreme Bakery,"17, Sector 8 Market, R K Puram, New Delhi",R K Puram,"Bakery, Fast Food",250,4,Good,193
309365,The Midnight Heroes,"R K Puram, New Delhi",R K Puram,"North Indian, Biryani, Chinese, Fast Food",950,4,Good,447
18427212,"34, Chowringhee Lane","Shop 68, Vasant Place Market, Sector 6, R K Puram, New Delhi",R K Puram,"Fast Food, Mughlai, Armenian",350,1,Not rated,0
313127,Aggarwal Sweets,"Shop 3, R K Puram, New Delhi",R K Puram,"South Indian, Chinese, Mithai",200,1,Not rated,0
18486867,Alam Biryani,"Outside Tamil Sangam Building, R K Puram, New Delhi",R K Puram,Biryani,100,1,Not rated,0
18472665,Behrouz Biryani,"Shop 11, 1st Floor, Sector 8 Market, R K Puram, New Delhi",R K Puram,Biryani,600,1,Not rated,0
18486861,Biryani Point,"Opposite Sangam Cinema Bus Stand, Sector 9, R K Puram, New Delhi",R K Puram,"South Indian, Biryani",150,1,Not rated,1
18396151,Chinese Hut,"Near GGS Dispensary, Sector 4, R K Puram, New Delhi",R K Puram,"Chinese, Fast Food",300,1,Not rated,0
18434343,Dada Ka Dhaba,"D 41, Mohan Singh Market, Sector-6, R K Puram, New Delhi",R K Puram,"North Indian, Mughlai",500,1,Not rated,0
18478389,Die Bí_ckerei,"Aradhana Enclave, Sector 13, R K Puram, New Delhi",R K Puram,"Bakery, Desserts",500,1,Not rated,0
18472663,Faaso's,"Shop 11, 1st Floor, Sector 8 Market, R K Puram, New Delhi",R K Puram,"North Indian, Fast Food",600,1,Not rated,1
18486866,Gupta Ji Ka Dhaba,"D 42, Mohan Singh Market, Sector 6, R K Puram, New Delhi",R K Puram,"North Indian, Mughlai, Armenian",200,1,Not rated,0
18486869,Hot & Tasty,"39/3, Near Ram Mandir, Mohammdpur, R K Puram, New Delhi",R K Puram,Chinese,200,1,Not rated,0
18486845,Kaka Da Dhaba,"R.K. Puram Sector 12, R K Puram, New Delhi",R K Puram,North Indian,100,1,Not rated,0
18325509,Kingdom Restaurant,"73, Vasant Place Complex, Sector 6, R K Puram, New Delhi",R K Puram,Chinese,650,1,Not rated,1
18352268,Little Delhi,"Opposite Pillar 5, Raghu Nagar Pankha Road, R K Puram, New Delhi",R K Puram,North Indian,500,1,Not rated,0
18289261,Million Kitchen,"R K Puram, New Delhi",R K Puram,"North Indian, South Indian, Bakery, Italian",350,1,Not rated,1
18352180,Ok Indian & Chinese Food Corner,"Shop A RZ-53/54, Gali 14, Pankha Road, R K Puram, New Delhi",R K Puram,North Indian,200,1,Not rated,0
18469974,Ovenstory Pizza,"Sector 8 Market, R K Puram, New Delhi",R K Puram,"Pizza, Fast Food",500,1,Not rated,1
18489530,Pakeeza Chicken Corner,Vasant Complex Secter 6 R.K. Puram,R K Puram,North Indian,200,1,Not rated,0
18425179,Rapchick Biryani,"Shop 1, Sector 9, R K Puram, New Delhi",R K Puram,North Indian,350,1,Not rated,2
18461352,Rupa Bangali Dhaba,"Munirka Village, R K Puram, New Delhi",R K Puram,"North Indian, Mughlai",300,1,Not rated,0
18352172,Sindh Snacks,"Sector 9, Opposte House Tax Building, R K Puram, New Delhi",R K Puram,North Indian,450,1,Not rated,3
18486857,Vaishanavi Food Store,"R.K.Puram Sector 12, R K Puram, New Delhi",R K Puram,"North Indian, Fast Food",150,1,Not rated,0
301227,"Ada ""e"" Haandi's","Shop 2, Sector 12, R K Puram, New Delhi",R K Puram,"North Indian, Mughlai, Chinese",750,2,Poor,30
7060,Karnataka Food Centre,"Ground Floor, Delhi Karnataka Sangh Building, R K Puram, New Delhi",R K Puram,South Indian,400,4,Very Good,881
613,Cafe Coffee Day,"Delhi Gymkhana Club, Golf Links, Race Course Road, Race Course, New Delhi",Race Course,Cafe,450,3,Average,9
3549,Savannah Bar - Radisson Blu Plaza Delhi,"Radisson Blu Plaza Delhi, National Highway 8, Near IGI Airport, Mahipalpur, New Delhi","Radisson Blu Plaza Delhi, Mahipalpur",Finger Food,2500,3,Average,24
302282,Neung Roi - Radisson Blu Plaza Delhi,"Radisson Blu Plaza Delhi, National Highway 8, Near IGI Airport, Mahipalpur, New Delhi","Radisson Blu Plaza Delhi, Mahipalpur",Thai,3000,5,Excellent,295
3546,R The Lounge - Radisson Blu Plaza Delhi,"Radisson Blu Plaza Delhi, National Highway 8, Near IGI Airport, Mahipalpur, New Delhi","Radisson Blu Plaza Delhi, Mahipalpur",Cafe,1000,4,Good,33
302283,The Pastry Shop - Radisson Blu Plaza Delhi,"Radisson Blu Plaza Delhi, National Highway 8, Near IGI Airport, Mahipalpur, New Delhi","Radisson Blu Plaza Delhi, Mahipalpur",Bakery,1000,4,Good,26
3545,NYC - Radisson Blu Plaza Delhi,"Radisson Blu Plaza Delhi, National Highway 8, Near IGI Airport, Mahipalpur, New Delhi","Radisson Blu Plaza Delhi, Mahipalpur","North Indian, Continental, Italian",3000,4,Very Good,315
3547,The Great Kabab Factory - Radisson Blu Plaza Delhi,"Radisson Blu Plaza Delhi, National Highway 8, Near IGI Airport, Mahipalpur, New Delhi","Radisson Blu Plaza Delhi, Mahipalpur","North Indian, Mughlai",3000,4,Very Good,532
4490,Cup Cakes - Radisson Blu,"Radisson Blu, District Centre, Outer Ring Road, Paschim Vihar, New Delhi","Radisson Blu, Paschim Vihar","Desserts, Bakery",2000,3,Average,40
4488,Oro The Bar - Radisson Blu,"Radisson Blu, District Centre, Outer Ring Road, Paschim Vihar, New Delhi","Radisson Blu, Paschim Vihar",Finger Food,2500,3,Average,36
186,McDonald's,"2, Rachna Cinema Complex, Rajendra Place, New Delhi",Rajendra Place,"Fast Food, Burger",500,3,Average,91
3124,Mughal Mahal,"7, Sethi Bhawan, Rajendra Place, New Delhi",Rajendra Place,"Mughlai, North Indian, Chinese",1100,3,Average,221
18057792,Imly,"Shop F-20, Hog Market, Rajendra Place, New Delhi",Rajendra Place,"Street Food, North Indian, Chinese, Continental",700,4,Good,1485
1641,Lanterns Kitchen & Bar,"163-164, Rajendra Bhawan, Near Rachna Picture Hall, Rajendra Place, New Delhi",Rajendra Place,"Italian, North Indian, Chinese, Mughlai",1200,4,Good,1082
18368023,Guru Om Vanna,"S/144, Hog Market, Rajendra Place, New Delhi",Rajendra Place,Street Food,400,1,Not rated,0
18438896,Khaao Peeyo,"34, Rahendra Bhavan, Rajendra Place, New Delhi",Rajendra Place,Fast Food,500,1,Not rated,0
18479012,New Chow Maun,"34, Rahendra Bhavan, Rajendra Place, New Delhi",Rajendra Place,Chinese,500,1,Not rated,0
18479008,Oye!! Shawarma,"34, Rahendra Bhavan, Rajendra Place, New Delhi",Rajendra Place,Fast Food,500,1,Not rated,0
7242,27 China Street,"27/A, Market, Old Rajinder Nagar, Rajinder Nagar, New Delhi",Rajinder Nagar,"Chinese, Fast Food",450,3,Average,76
312920,Ada'e Handi,"37/1, Old Rajinder Nagar, Rajinder Nagar, New Delhi",Rajinder Nagar,"North Indian, Mughlai, Chinese",600,3,Average,31
308051,Alkauser,"2/64, Opposite BSES Office, Shankar Road, Old Rajinder Nagar, Rajinder Nagar, New Delhi",Rajinder Nagar,"North Indian, Mughlai",850,3,Average,58
3135,Barbeque Creation By Kadhai Tadka,"R-549, Main Shankar Road, New Rajinder Nagar, Rajinder Nagar, New Delhi",Rajinder Nagar,"North Indian, Chinese, Mughlai",800,3,Average,78
693,Baskin Robbins,"E 184, New, Rajinder Nagar, New Delhi",Rajinder Nagar,Ice Cream,300,3,Average,32
7399,Bikaner Sweets Corner,"11A/19, Main Shankar Road, Old, Rajinder Nagar, New Delhi",Rajinder Nagar,"Mithai, Street Food",150,3,Average,11
18375392,Biryaniwala,"92, Old Rajinder Nagar, Rajinder Nagar, New Delhi",Rajinder Nagar,Biryani,450,3,Average,26
5527,Cafe Coffee Day,"Main Shankar Road, Rajinder Nagar, New Delhi",Rajinder Nagar,Cafe,450,3,Average,37
7407,Chinese Corner,"Near Safal Pure Veg, Old, Rajinder Nagar, New Delhi",Rajinder Nagar,"Chinese, Fast Food",350,3,Average,29
